41,10,89,255
41,10,89,255
42,10,89,255
42,10,89,255
42,10,88,255
43,10,88,255
43,9,88,255
43,9,88,255
44,9,88,255
44,9,88,255
45,10,89,255
46,10,88,255
46,9,88,255
47,9,88,255
47,9,88,255
47,9,88,255
48,8,88,255
48,8,87,255
49,8,87,255
49,8,87,255
49,7,87,255
50,7,87,255
50,7,87,255
51,7,86,255
51,6,86,255
53,7,86,255
53,7,86,255
54,7,86,255
54,6,85,255
55,6,85,255
55,6,85,255
56,5,85,255
56,5,85,255
57,5,84,255
57,5,84,255
58,4,84,255
59,4,84,255
59,5,84,255
60,4,84,255
60,4,84,255
61,4,84,255
61,4,83,255
62,3,83,255
63,3,83,255
63,3,83,255
64,3,82,255
64,3,82,255
65,3,82,255
66,3,82,255
67,4,82,255
68,4,82,255
69,4,82,255
69,4,81,255
70,4,81,255
71,4,81,255
71,4,80,255
72,4,80,255
73,4,80,255
73,4,79,255
75,5,80,255
76,5,80,255
77,5,79,255
77,5,79,255
78,5,79,255
79,5,78,255
80,5,78,255
80,5,78,255
80,5,77,255
81,5,77,255
83,6,76,255
83,6,76,255
84,6,76,255
85,6,75,255
86,6,75,255
87,6,74,255
88,6,74,255
88,6,73,255
89,6,73,255
91,7,73,255
92,7,73,255
93,7,72,255
94,7,72,255
94,7,71,255
95,7,71,255
96,7,70,255
96,7,70,255
97,7,69,255
99,9,70,255
100,9,69,255
101,10,69,255
102,10,68,255
103,11,67,255
104,11,67,255
105,12,66,255
106,13,66,255
107,14,66,255
108,15,65,255
109,16,64,255
110,16,64,255
111,17,63,255
112,18,62,255
113,18,61,255
114,19,61,255
115,20,60,255
118,22,60,255
119,22,59,255
120,22,58,255
120,23,58,255
121,24,57,255
122,25,56,255
124,26,55,255
125,27,54,255
127,29,54,255
128,30,54,255
130,31,53,255
131,32,52,255
132,33,51,255
133,34,50,255
134,35,49,255
135,36,48,255
137,38,48,255
138,39,47,255
140,40,46,255
141,41,46,255
142,42,45,255
143,42,44,255
144,43,43,255
145,44,42,255
146,45,42,255
149,47,41,255
150,48,41,255
151,49,40,255
152,50,39,255
153,51,38,255
154,52,38,255
155,53,37,255
157,55,36,255
159,57,36,255
160,57,35,255
160,58,34,255
162,59,33,255
163,60,33,255
164,61,32,255
165,62,31,255
167,63,30,255
168,65,30,255
169,66,29,255
170,67,29,255
172,68,28,255
173,69,27,255
174,70,26,255
175,71,26,255
176,71,25,255
178,73,25,255
179,74,24,255
180,75,24,255
181,76,23,255
182,77,23,255
183,78,23,255
184,79,22,255
186,80,22,255
187,81,21,255
188,82,21,255
189,83,21,255
190,83,20,255
191,84,20,255
192,85,19,255
192,86,19,255
193,87,18,255
194,87,18,255
196,89,18,255
196,90,18,255
197,90,18,255
198,90,18,255
199,91,18,255
200,92,18,255
201,93,18,255
202,93,18,255
203,94,18,255
204,96,19,255
204,96,19,255
205,97,19,255
206,98,19,255
207,99,19,255
208,99,19,255
209,100,19,255
210,100,19,255
211,100,19,255
212,102,20,255
213,103,20,255
214,103,20,255
214,104,20,255
215,105,20,255
215,105,20,255
216,106,20,255
217,107,20,255
218,107,20,255
219,108,20,255
220,109,21,255
221,109,21,255
222,110,21,255
222,111,21,255
223,111,21,255
224,112,21,255
225,113,21,255
226,113,21,255
227,114,21,255
227,114,21,255
228,115,22,255
229,116,22,255
229,116,22,255
230,117,22,255
231,117,22,255
231,118,22,255
232,119,22,255
233,119,22,255
234,120,22,255
234,120,22,255
235,121,22,255
236,121,22,255
237,122,23,255
237,122,23,255
238,123,23,255
239,124,23,255
239,124,23,255
240,125,23,255
240,125,23,255
241,126,23,255
241,126,23,255
242,127,23,255
243,127,23,255
243,128,23,255
244,128,24,255
244,128,24,255
245,129,24,255
246,129,24,255
246,130,24,255
247,130,24,255
247,131,24,255
248,131,24,255
249,131,24,255
249,132,24,255
250,132,24,255
250,133,24,255
250,133,24,255
250,133,24,255
251,134,24,255
251,134,25,255
252,135,25,255
252,135,25,255
253,135,25,255
253,136,25,255
253,136,25,255
254,136,25,255
254,136,25,255
255,137,25,255
