255,254,165,255
255,254,164,255
255,253,163,255
255,253,162,255
255,253,161,255
255,252,160,255
255,252,159,255
255,252,157,255
255,251,156,255
255,251,155,255
255,251,153,255
255,250,152,255
255,250,150,255
255,250,149,255
255,249,148,255
255,249,146,255
255,249,145,255
255,248,143,255
255,248,141,255
255,248,139,255
255,247,138,255
255,247,136,255
255,246,134,255
255,246,132,255
255,246,130,255
255,245,129,255
255,245,127,255
255,245,125,255
255,244,123,255
255,244,121,255
255,243,119,255
255,243,117,255
255,242,114,255
255,242,112,255
255,241,111,255
255,241,109,255
255,240,107,255
255,240,105,255
255,239,102,255
255,239,100,255
255,238,99,255
255,238,97,255
255,237,95,255
255,237,92,255
255,236,90,255
255,237,89,255
255,236,87,255
255,235,84,255
255,235,82,255
255,234,80,255
255,233,79,255
255,233,77,255
255,232,74,255
255,231,72,255
255,230,70,255
255,230,69,255
255,229,67,255
255,228,65,255
255,227,63,255
255,226,61,255
255,225,60,255
255,225,58,255
255,224,56,255
255,223,54,255
255,222,52,255
255,222,51,255
255,221,49,255
255,220,47,255
255,219,46,255
255,218,44,255
255,216,43,255
255,215,42,255
255,214,41,255
255,213,39,255
255,212,39,255
255,211,37,255
255,209,36,255
255,208,34,255
255,208,33,255
255,206,33,255
255,205,32,255
255,204,30,255
255,202,29,255
255,201,29,255
255,199,28,255
254,199,28,255
254,199,27,255
253,198,27,255
252,197,27,255
251,196,27,255
250,195,26,255
249,195,26,255
248,194,26,255
248,193,26,255
247,192,26,255
246,192,25,255
245,191,26,255
244,190,26,255
243,189,25,255
241,188,25,255
240,187,25,255
239,187,25,255
238,186,25,255
236,185,25,255
236,184,26,255
235,183,26,255
233,182,25,255
232,181,25,255
230,181,26,255
229,180,26,255
228,179,25,255
227,178,25,255
226,177,26,255
224,176,26,255
222,176,25,255
221,175,25,255
220,173,26,255
219,172,26,255
217,171,25,255
215,170,25,255
214,170,26,255
212,169,26,255
211,167,25,255
209,166,25,255
208,166,26,255
206,165,26,255
204,163,26,255
203,162,26,255
202,161,25,255
200,161,26,255
198,159,26,255
197,158,26,255
195,157,26,255
193,157,27,255
192,155,27,255
190,154,27,255
189,153,27,255
187,152,28,255
186,151,28,255
184,150,28,255
182,149,28,255
181,148,29,255
179,147,29,255
177,146,29,255
175,144,29,255
174,144,30,255
172,142,30,255
170,141,30,255
169,140,30,255
167,139,31,255
165,138,31,255
164,137,31,255
162,136,31,255
161,135,32,255
159,134,32,255
157,133,32,255
154,132,32,255
153,131,33,255
151,130,33,255
150,129,33,255
148,127,33,255
147,127,34,255
145,126,34,255
143,124,34,255
141,123,34,255
140,122,35,255
139,121,35,255
137,120,35,255
135,119,35,255
134,118,36,255
132,117,36,255
130,116,36,255
129,115,36,255
127,113,36,255
126,113,37,255
124,112,37,255
122,111,37,255
121,110,37,255
120,109,38,255
118,108,38,255
116,107,38,255
115,105,38,255
113,104,38,255
112,104,39,255
110,103,39,255
108,102,39,255
107,101,39,255
106,100,40,255
104,99,40,255
102,98,40,255
101,96,40,255
99,96,40,255
99,96,41,255
97,94,41,255
96,93,41,255
94,92,41,255
92,91,41,255
92,90,42,255
90,90,42,255
89,89,42,255
87,87,42,255
86,86,42,255
85,86,43,255
84,85,43,255
83,84,43,255
81,83,43,255
80,82,43,255
80,82,44,255
78,80,44,255
77,80,44,255
75,79,44,255
75,78,44,255
74,78,45,255
73,76,45,255
71,75,45,255
71,75,45,255
70,74,45,255
69,74,46,255
68,73,46,255
67,72,46,255
66,71,46,255
65,71,46,255
64,69,46,255
64,69,47,255
63,68,47,255
62,67,47,255
61,67,47,255
60,66,47,255
59,65,47,255
59,65,48,255
59,64,48,255
58,63,48,255
57,63,48,255
56,62,48,255
56,62,48,255
55,61,48,255
55,61,49,255
55,60,49,255
55,60,49,255
54,59,49,255
53,58,49,255
53,57,49,255
52,57,49,255
52,57,50,255
52,56,50,255
52,56,50,255
52,56,50,255
52,55,50,255
51,54,50,255
51,53,50,255
51,53,50,255
51,52,50,255
51,53,51,255
51,53,51,255
51,52,51,255
51,52,51,255
