255,255,255,255
255,254,254,255
255,253,253,255
255,251,251,255
255,250,250,255
255,249,249,255
255,247,247,255
255,246,246,255
255,244,244,255
255,242,242,255
255,241,241,255
255,239,239,255
255,237,237,255
255,235,235,255
255,233,233,255
255,231,231,255
255,229,229,255
255,227,227,255
255,226,226,255
255,224,224,255
255,222,222,255
255,220,220,255
255,217,217,255
255,215,215,255
255,213,213,255
255,210,210,255
255,208,208,255
255,206,206,255
255,204,204,255
255,202,202,255
255,199,199,255
255,197,197,255
255,194,194,255
255,192,192,255
255,189,189,255
255,188,188,255
255,185,185,255
255,183,183,255
255,180,180,255
255,178,178,255
255,176,176,255
255,173,173,255
255,171,171,255
255,169,169,255
255,167,167,255
255,164,164,255
255,162,162,255
255,160,160,255
255,158,158,255
255,155,155,255
255,153,153,255
255,151,151,255
255,149,149,255
255,147,147,255
255,145,145,255
255,143,143,255
255,141,141,255
255,139,139,255
255,137,137,255
255,136,136,255
255,134,134,255
255,132,132,255
255,131,131,255
255,129,129,255
255,128,128,255
255,127,127,255
255,127,127,255
255,126,126,255
255,125,125,255
255,125,125,255
255,124,124,255
255,123,122,255
255,123,122,255
255,122,121,255
255,122,121,255
255,121,120,255
255,120,119,255
255,119,118,255
255,119,118,255
255,118,116,255
255,117,116,255
255,117,115,255
255,115,114,255
255,115,114,255
255,114,113,255
255,114,112,255
255,113,111,255
255,113,111,255
255,112,110,255
255,111,108,255
255,111,108,255
255,110,107,255
255,110,107,255
255,109,105,255
255,109,105,255
255,108,104,255
255,107,104,255
255,107,102,255
255,106,102,255
255,106,101,255
255,105,101,255
255,104,99,255
255,104,99,255
255,103,98,255
255,103,98,255
255,102,97,255
255,102,96,255
255,101,96,255
255,101,96,255
255,100,94,255
255,100,94,255
255,99,93,255
255,99,92,255
255,98,91,255
255,98,91,255
255,97,90,255
255,97,89,255
255,96,89,255
255,96,89,255
255,95,88,255
255,95,88,255
255,94,86,255
255,93,86,255
255,93,85,255
255,93,85,255
255,92,85,255
255,92,84,255
255,91,83,255
255,91,83,255
255,90,82,255
255,90,82,255
255,89,81,255
255,89,82,255
255,89,80,255
255,89,80,255
255,89,79,255
255,89,79,255
255,88,79,255
255,88,79,255
255,87,78,255
255,87,78,255
255,87,78,255
255,87,77,255
255,87,77,255
255,86,77,255
255,86,77,255
255,85,76,255
255,85,76,255
255,85,75,255
255,85,76,255
255,85,75,255
255,85,76,255
255,84,75,255
255,84,75,255
255,84,75,255
255,84,75,255
255,85,75,255
255,84,75,255
255,84,75,255
255,83,74,255
255,83,75,255
255,83,75,255
255,84,75,255
255,83,75,255
255,83,75,255
255,83,75,255
255,83,75,255
255,83,76,255
255,83,76,255
255,83,76,255
255,83,76,255
255,83,76,255
255,83,76,255
255,83,76,255
255,83,76,255
255,83,77,255
255,84,78,255
255,83,78,255
255,84,79,255
255,84,78,255
255,84,79,255
255,83,79,255
255,84,80,255
255,83,80,255
255,84,81,255
255,85,82,255
255,85,82,255
255,85,83,255
255,85,83,255
255,85,84,255
255,85,84,255
255,86,85,255
255,86,85,255
255,87,87,255
254,89,89,255
254,91,92,255
253,92,93,255
252,94,96,255
251,96,98,255
251,97,100,255
249,99,103,255
249,100,105,255
248,102,108,255
247,104,111,255
246,105,113,255
245,107,116,255
244,109,119,255
243,110,122,255
242,112,125,255
241,113,127,255
240,115,130,255
239,117,134,255
238,118,136,255
237,120,140,255
236,121,142,255
235,123,145,255
234,124,148,255
233,126,151,255
232,127,154,255
232,129,157,255
230,130,159,255
230,132,162,255
229,133,165,255
228,135,168,255
227,136,170,255
227,138,173,255
226,139,176,255
225,140,178,255
224,142,181,255
223,143,183,255
223,144,185,255
223,146,188,255
222,147,190,255
221,148,192,255
221,150,195,255
220,151,197,255
219,152,199,255
219,153,201,255
219,154,202,255
219,156,205,255
218,157,207,255
217,158,208,255
217,159,210,255
217,160,211,255
217,161,213,255
216,162,214,255
216,163,216,255
216,164,217,255
215,165,218,255
216,166,219,255
215,166,220,255
215,167,222,255
215,168,223,255
215,169,223,255
215,170,224,255
215,170,225,255
